商品名稱,選項,供應商,分類,商品貨號,商品條碼,商品原價,商品特價,實體店價格,會員價,銅級會員價,銀級會員價,金級會員價,批發商戶價,商品成本,預設倉庫,尖沙咀門市,網店倉庫【主庫存】,深水埗門市,HKTV 獨立庫存,庫存總量,總成本
SSI Japan My Peace Wide 男用包莖矯正環 闊版標準 日用,尺寸: M 中碼,,,SSI-R014,4582137934091,98.0,88.0,,0.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,0,0,0.0
SSI Japan My Peace Wide 男用包莖矯正環 闊版標準 日用,尺寸: L 大碼,,,SSI-R015,4582137934107,98.0,88.0,,0.0,0.0,0.0,0.0,0.0,57.0,5,0,0,1,0,6,342.0
G PROJECT PUNI 處女 長版 飛機杯,,,,UGPR-182,4582593572776,378.0,0.0,,0.0,0.0,0.0,0.0,0.0,134.87,4,0,0,0,0,4,539.48
B-Vibe 震動後庭塞 4 海軍藍,,,,BV-015 NAV,4890808221198,828.0,0.0,,0.0,0.0,0.0,0.0,0.0,300.7,2,1,0,0,0,3,902.0999999999999
B-Vibe 矽膠持久環後庭塞 黑色,,,,BV-018 BLK,4890808227039,368.0,0.0,,0.0,0.0,0.0,0.0,0.0,130.0,2,0,0,0,0,2,260.0
SN-107 學妹傳奇,款式: 溫馨之火,,,,02143310,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,60.0,9,0,0,1,0,10,600.0
SN-107 學妹傳奇,款式: 柔情正經,,,,78007080,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,60.0,2,0,0,1,1,4,240.0
B-Vibe 彩虹小馬馬 震動肛塞 6合1 套裝,,,,BV-028,4890808240847,1298.0,0.0,,1258.0,0.0,0.0,0.0,0.0,450.0,2,1,0,0,0,3,1350.0
黑金傳奇 四合一黑糖薑母茶 250克,,,,,4710474090013,79.9,69.9,,0.0,0.0,0.0,0.0,0.0,40.0,47,3,0,4,0,54,2160.0
We-Vibe Bond 長戴型持久環,,,,SNNS1007,4251460615655,1010.0,988.0,,0.0,0.0,0.0,0.0,0.0,484.0,1,-1,0,0,1,1,484.0
We-Vibe Melt 智能陰蒂吸啜器 午夜藍,,,,3601,4251460615808,1170.0,0.0,,0.0,0.0,0.0,0.0,0.0,550.62,1,0,0,1,1,3,1651.86
Findom 顆粒蘆薈型 指險套 12片裝,,,,,6971787074369,109.0,0.0,,0.0,0.0,0.0,0.0,0.0,51.0,10,1,0,1,0,12,612.0
熱烈性愛: 如何做到 【英文版】,,,,,9780552147071,178.0,0.0,,0.0,0.0,0.0,0.0,0.0,136.0,2,0,0,0,0,2,272.0
大人的性愛相談：不是長大自然就會，親密關係的探索解答之書,,,,,9789579199896,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,84.8,4,0,0,0,0,4,339.2
繩縛藝術: 熱情的繩索束縛與親密的連繫 【英文版】,,,,,9780977872756,348.0,0.0,,0.0,0.0,0.0,0.0,0.0,276.0,1,0,0,0,0,1,276.0
HARU G.O.A.T. 冰火高潮液,,,,WD0000446,4710006290300,278.0,0.0,,0.0,0.0,0.0,0.0,0.0,150.0,32,2,0,4,0,38,5700.0
HARU: HYPER X MYBFDIARY  限量 紅心芭樂梅口味潤滑液 50ml,,,,WD0000457,4710006290317,138.0,132.0,,0.0,0.0,0.0,0.0,105.0,82.0,10,3,0,4,3,20,1640.0
HARU HYPER: 口味潤滑液系列 甜蜜蘋果冰茶味 50ml,,,,WD0000448,4710006290324,128.0,0.0,,0.0,0.0,0.0,0.0,95.0,75.0,11,3,0,4,3,21,1575.0
ToysHeart 純潔之蜜壺 進化版 動漫飛機杯,,,,TH1074F01,4526374913310,230.0,0.0,,0.0,0.0,0.0,0.0,0.0,108.0,1,1,0,0,0,2,216.0
NPG OL名器物語 新入職女社員 第二代 石原希望 女優名器飛機杯,,,,NP1075L01,4562160138321,588.0,558.0,,0.0,0.0,0.0,0.0,0.0,313.0,4,0,0,0,1,5,1565.0
SSI Japan  Mega Stroke 第四代 惡魔少女多角形構造飛機杯,,,,M7766,4560344562160,338.0,0.0,,0.0,0.0,0.0,0.0,0.0,142.0,0,0,0,0,0,0,0.0
SSI Japan Mega Stroke 第三代 肛交五重奏飛機杯,,,,DNAMS-003,4560344562153,338.0,0.0,,0.0,0.0,0.0,0.0,0.0,153.0,0,0,0,0,0,0,0.0
SSI Japan 家庭教師 X 催眠 JK梓沙 動漫飛機杯,,,,,4560344562184,338.0,0.0,,0.0,0.0,0.0,0.0,0.0,167.0,1,0,0,1,0,2,334.0
Magic eyes 極彩名器 Uterus 小紅帽的子宮 夾吸飛機杯,,,,MGC-142,4571324241746,298.0,0.0,,0.0,0.0,0.0,0.0,0.0,91.15,2,0,0,0,0,2,182.3
SSI Japan 捆綁專用靜電膠帶15米 紅色,,,,,4582137933063,98.0,0.0,,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,1,0,1,36.0
SSI Japan 捆綁專用靜電膠帶15米 紫色,,,,,4582137933889,98.0,0.0,,0.0,0.0,0.0,0.0,0.0,36.0,1,1,0,1,0,3,108.0
港語學 牙籤仔間尺 軟膠書籤版,,,,,80395031,60.0,35.0,,32.0,0.0,0.0,0.0,0.0,11.42,89,28,0,3,0,120,1370.4
港語學 牙籤仔間尺 硬膠版,,,,,64357481,80.0,65.0,,60.0,0.0,0.0,0.0,0.0,40.0,27,8,0,3,0,38,1520.0
SN-008 蕾絲輕軟睡裙 黑色,,,,,95881109,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,45.58,2,0,0,0,0,2,91.16
SN-008 蕾絲輕軟睡裙 白色,,,,,54189922,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,45.58,0,0,0,0,0,0,0.0
SN-008 蕾絲輕軟睡裙 紅色,,,,,33610904,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,45.58,7,0,0,1,0,8,364.64
Magic eyes 純潔注意 Pure Bride 新娘蘿莉 名器飛機杯 5.5KG,,,,TOY-0501085,4571324242217,2798.0,,,,,,,,851.2,4,0,0,0,0,4,3404.8
EXE 狂亂淫靡 深田詠美 超生尻 美臀完美再現等生大自慰名器,,,,UGAN-194,4573423127488,2400.0,2290.0,,,,,,,758.63,6,1,0,0,0,7,5310.41
Erocome Triangulum 三角座 三合一舔吸震動棒 粉紅色,,,,,6970308350708,460.0,0.0,,0.0,0.0,0.0,0.0,0.0,210.0,4,1,0,0,0,5,1050.0
Satisfyer Plug-ilicious 2 肛門震動器 黑色,,,,,4061504003283,488.0,428.0,,0.0,0.0,0.0,0.0,0.0,216.0,1,1,0,0,1,3,648.0
Satisfyer Plug-ilicious 1 肛門震動器 紫色,,,,WD0001215,4061504003221,488.0,428.0,,0.0,0.0,0.0,0.0,0.0,218.0,6,1,0,0,0,7,1526.0
SN-046 芳華絕代,,,,,66483760,148.0,0.0,,0.0,0.0,0.0,0.0,0.0,55.0,1,0,0,0,0,1,55.0
TENGA 飛機袋 - SPARK BEADS,,,,3330,4570030974948,30.0,28.0,,0.0,0.0,0.0,0.0,0.0,11.12,30,3,0,2,5,40,444.79999999999995
TENGA 飛機袋 - CRYSTAL MIST,,,,M8914,4570030974924,30.0,28.0,,0.0,0.0,0.0,0.0,0.0,11.12,34,0,0,1,5,40,444.79999999999995
TENGA 飛機袋 - HEXA-BRICK,,,,3328,4570030974900,30.0,28.0,,0.0,0.0,0.0,0.0,0.0,11.12,30,2,0,1,5,38,422.55999999999995
Magic eyes 極彩名器 Uterus 小紅帽的子宮 深淵 軟版飛機杯,,,,MGC-216,4571324243023,298.0,0.0,,0.0,0.0,0.0,0.0,0.0,99.0,4,1,0,1,0,6,594.0
SSI Japan 爆射精 草本精華 4枝裝【男性用】,,,,YCS-S028,4571361303186,299.0,0.0,,0.0,0.0,0.0,0.0,0.0,83.41,0,0,0,0,0,0,0.0
Sagami 相模 Miracle Fit 奇妙貼身51mm 30片裝乳膠安全套,,,,WD0001189,4974234021017,210.0,208.0,,206.0,0.0,0.0,0.0,0.0,86.0,38,1,0,0,0,39,3354.0
PLAY & JOY 三合一乾爽防護噴粉,,,,PJ1716J01,4710343100409,158.0,0.0,,0.0,0.0,0.0,0.0,0.0,85.0,7,1,0,1,0,9,765.0
MyToys MyRocket 深層夾吸震動飛機杯,,,,,9504000162436,478.0,428.0,,0.0,0.0,0.0,0.0,0.0,175.0,5,1,0,1,1,8,1400.0
SN-119 毛絨連身裙,顏色: 紅色,,,,98000289,190.0,0.0,,0.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,0,0,0.0
SN-119 毛絨連身裙,顏色: 黑色,,,,98000290,190.0,0.0,,0.0,0.0,0.0,0.0,0.0,57.0,3,0,0,0,0,3,171.0
LOVENSE Dolce 智能雙重刺激 G 點震動器,,,,WD0000719,728360599735,1006.0,0.0,,928.0,,,,0.0,506.0,30,3,0,4,2,39,19734.0
MT 10米 捆綁棉繩,顏色: 粉紅色,,,RYZP-008-B,RYZP-008-B,98.0,55.0,,0.0,0.0,0.0,0.0,0.0,11.0,1,0,0,0,0,1,11.0
MT 10米 捆綁棉繩,顏色: 紅色,,,RYZP-008-C,RYZP-008-C,98.0,55.0,,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0,0,0,0,0.0
MT 10米 捆綁棉繩,顏色: 黑色,,,RYZP-008-A,RYZP-008-A,98.0,55.0,,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0,0,0,0,0.0
MT 10米 捆綁棉繩,顏色: 紫色,,,RYZP-008-D,RYZP-008-D,98.0,55.0,,0.0,0.0,0.0,0.0,0.0,11.0,2,1,0,0,0,3,33.0
Crescente CR_021 開檔露背連體式網衣 黑色,,,,F9441,4573433000214,108.0,0.0,,0.0,0.0,0.0,0.0,0.0,36.34,2,1,0,1,0,4,145.36
SB 性感兔子服裝,顏色: 黑色,,,SB-469,16388584,188.0,0.0,,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,1,0,1,38.0
SB 性感兔子服裝,顏色: 白色,,,SB-469W,89730316,188.0,0.0,,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,0,0,0,0.0
素人名器 まい 24歲 惠比壽の燒肉店打工少女 名器飛機杯,,,,ANK-001,4570015600015,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,53.0,0,0,0,0,0,0,0.0
EXE Ona X Gun Soft Onga-020 動漫女生飛機杯,,,,ONGA-020,4550043000018,248.0,0.0,,0.0,0.0,0.0,0.0,0.0,78.9,1,1,0,0,0,2,157.8
TENGA 活力 支援營養補充劑 (350mg x 120粒),,,,WD0001927,4589809440126,466.0,0.0,,0.0,0.0,0.0,0.0,0.0,268.2,10,0,0,0,0,10,2682.0
EXE Japanese Real Hole 淫2代 桐谷茉莉  女優名器飛機杯,,,,UGAN-205,4573423129659,268.0,238.0,,228.0,0.0,0.0,0.0,0.0,80.38,2,1,0,1,0,4,321.52
G PROJECT Rolling 防水充電震蛋 黑色,,,,UGPR-180,4582593571793,388.0,0.0,,0.0,0.0,0.0,0.0,0.0,121.38,0,1,0,1,0,2,242.76
TENGA Gyro Roller Cup 刺激型,,,,TA1725R01,4560220557662,99.0,90.0,,0.0,0.0,0.0,0.0,0.0,41.99,6,1,0,1,0,8,335.92
TENGA Gyro Roller Cup 柔軟型,,,,TA1725R02,4560220557655,99.0,90.0,,0.0,0.0,0.0,0.0,0.0,41.99,4,1,0,1,1,7,293.93
glas 雙頭G點玻璃棒 2件套裝,,,,GLAS-SET-01,4890808219287,588.0,,,,,,,,95.0,1,0,0,0,0,1,95.0
"glas 7"" 仿真弧形G點玻璃陽具",,,,GLAS-153,4890808219249,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,65.0,2,0,0,0,0,2,130.0
"glas 3"" 馬尾玻璃後庭塞",,,,GLAS-160,4890808238622,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,65.0,1,1,0,0,0,2,130.0
Je Joue FIFI 兔耳震動棒 紫色,,,,E24511,5060170971949,1098.0,928.0,,,,,,,464.1,1,1,0,0,0,2,928.2
Lux Fetish 初學者穿戴式假陽具 3件套裝,,,,LF1376,4890808245545,588.0,0.0,,0.0,0.0,0.0,0.0,0.0,180.0,0,0,0,0,0,0,0.0
"Lux Fetish 6.5"" 穿戴式震動仿真陽具",,,,LF1373,4890808233740,488.0,0.0,,0.0,0.0,0.0,0.0,0.0,152.5,4,0,0,0,0,4,610.0
ROMP Wave 舌舔震動器,,,,RPLOSGM,4251460601306,250.0,0.0,,0.0,0.0,0.0,0.0,0.0,120.0,0,0,0,2,0,2,240.0
ROMP Beat 子彈形按摩棒,,,,RPBBSG4,4251460601290,200.0,0.0,,0.0,0.0,0.0,0.0,0.0,96.0,5,1,0,1,0,7,672.0
ROMP Jazz 兔耳雙頭G點按摩棒,,,,RPRBSGX,4251460601283,320.0,0.0,,0.0,0.0,0.0,0.0,0.0,153.6,0,1,0,0,0,1,153.6
B-Vibe 無線遙控 寶石後庭塞 S/M,顏色: 紫紅色 Pink,,,BV-030 FUC,4890808242377,888.0,868.0,,828.0,0.0,0.0,0.0,0.0,385.0,3,1,0,0,0,4,1540.0
B-Vibe 無線遙控 寶石後庭塞 S/M,顏色: 藍綠色 Teal,,,BV-030 TL,4890808242384,888.0,868.0,,828.0,0.0,0.0,0.0,0.0,385.0,3,0,0,0,0,3,1155.0
SSI Japan Tough Man 真漢子硬度持久強力濕紙巾 2片裝,,,,SSI-WT003,4582137933506,98.0,0.0,,0.0,0.0,0.0,0.0,0.0,27.3,29,2,0,1,0,32,873.6
Bijoux Cosmetiques 按摩催情香薰蠟燭 70ml,,,,E23327,8436562010409,278.0,198.0,,0.0,0.0,0.0,0.0,0.0,64.78,3,1,0,0,0,4,259.12
Sensuva XO Kisses 歡愉高潮套裝,,,,E24299,855559008003,360.0,0.0,,0.0,0.0,0.0,0.0,180.0,135.85,3,0,0,1,0,4,543.4
Obsessive F221 連體內衣 黑色 S/M/L,,,,E29765,5901688215265,218.0,0.0,,0.0,0.0,0.0,0.0,0.0,70.0,2,0,0,0,0,2,140.0
Tamatoys - 黑貓館 #14 SM 手足十字枷,,,,A4042,4589717866568,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,109.39,3,0,0,0,0,3,328.17
Shunga 泡沫水晶死海浴鹽 海洋誘惑 75g,,,,E28961,697309066013,88.0,78.0,,0.0,0.0,0.0,0.0,0.0,19.04,3,1,0,1,1,6,114.24
Tamatoys - OL乘客的氣味 車用香味珠,,,,TMT-1511,4589717867077,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,94.0,1,0,0,0,0,1,94.0
Tamatoys JK女高中生愛液潤滑液 120ml,,,,L4788,4589717866490,148.0,0.0,,0.0,0.0,0.0,0.0,0.0,70.38,9,0,0,0,0,9,633.42
HOT 男士 XXL 增大噴霧 50ml,,,,44055(dis),4042342003376,268.0,228.0,,0.0,0.0,0.0,0.0,0.0,55.0,1,0,0,0,0,1,55.0
Orgie 唇部可食用熱感按摩油 士多啤梨味,,,,,5600298351317,188.0,0.0,,158.0,0.0,0.0,0.0,0.0,57.8,4,1,0,1,0,6,346.79999999999995
PxPxP Mesuiki Back Vibe 9 完全防水 遠程高潮 前列腺震動器,,,,UPPP-223,4582593588319,499.0,0.0,,0.0,0.0,0.0,0.0,359.0,314.0,0,0,0,0,0,0,0.0
KMP 完全名器 07 波多野結衣 女優名器,,,,TOY-9001007,4580357245034,568.0,0.0,,0.0,0.0,0.0,0.0,340.0,172.98,3,1,0,0,0,4,691.92
pjur Woman Vegan 純素水性潤滑液,容量: 100ml,,,13340,827160113155,130.0,,,,,,,,43.33,4,1,0,0,0,5,216.64999999999998
Magic eyes 極彩名器 Pure Bride 處女宮 小山内理念 動漫飛機杯  1.4kg,,,,MGC-218,4571324243047,728.0,658.0,,0.0,,,,,222.26,1,0,0,0,0,1,222.26
SKYN Assorted 雜錦 PI安全套 20片裝,,,,WD0001419,9352417001592,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,93.0,4,4,0,4,0,12,1116.0
Skyn Sensual Touch 性感觸碰按摩凝膠 200ml,,,,,9352417001431,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,69.0,0,0,0,1,0,1,69.0
SKYN Pulse 按摩器 + 按摩凝膠組合,,,,(DIS),9352417002018,248.0,178.0,,0.0,0.0,0.0,0.0,0.0,110.0,0,0,0,0,0,0,0.0
SN-022 衝上雲宵,,,,,56856446,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,3,0,0,0,0,3,150.0
Magic eyes 三重之旅 硬版 五連硬質壁  動漫飛機杯,,,,TOY-0501089,4571324242385,228.0,0.0,,0.0,0.0,0.0,0.0,0.0,77.17,2,0,0,1,0,3,231.51
Magic eyes 閲覧注意 刹那 初學者飛機杯,,,,MGC-114,4571324241463,248.0,0.0,,0.0,0.0,0.0,0.0,0.0,77.0,7,0,0,1,0,8,616.0
iroha Zen 禪茶三味 女性柔軟震動按摩棒,顏色: 柚茶(橙色),,,RZ1725OR01,4560220556023,279.0,248.0,,0.0,0.0,0.0,0.0,178.0,136.69,3,0,0,1,0,4,546.76
iroha Zen 禪茶三味 女性柔軟震動按摩棒,顏色: 抹茶(綠色),,,WD0000533,4560220556009,279.0,248.0,,0.0,0.0,0.0,0.0,178.0,136.69,3,0,0,0,0,3,410.07
iroha Zen 禪茶三味 女性柔軟震動按摩棒,顏色: 花茶(粉紅色),,,RZ17250PK03,4560220556016,279.0,248.0,,0.0,0.0,0.0,0.0,178.0,136.69,0,0,0,1,0,1,136.69
SSI Japan Pt 珀金飛機杯清潔噴霧 100毫升,,,,,4582137934053,128.0,0.0,,0.0,0.0,0.0,0.0,0.0,36.0,3,0,0,0,0,3,108.0
TENGA Gyro Roller Cup 標準型,,,,TA1727R01,4560220557648,99.0,95.0,,0.0,0.0,0.0,0.0,0.0,41.99,4,0,0,1,1,6,251.94
TENGA U.S. Soft Tube Cup 軟管模擬器,,,,867,4560220550137,120.0,108.0,,0.0,0.0,0.0,0.0,0.0,46.26,1,0,0,1,0,2,92.52
Erocome Cancri 巨蟹座 無線遙控吸啜雙頭震動棒 紫色,,,,,6970308350715,550.0,0.0,,0.0,0.0,0.0,0.0,0.0,264.81,6,1,0,1,2,10,2648.1
Erocome Scorpius 天蝎座 360°旋轉抽動式假陽具舌舔震動棒 肉色,,,,,6970308350548,399.0,0.0,,0.0,0.0,0.0,0.0,0.0,194.61,12,1,0,1,2,16,3113.76
Foellie Eau De Tuileries 紫丁香私密處香水 5ml,,,,,8809620751208,105.0,95.0,,0.0,0.0,0.0,0.0,0.0,40.5,8,1,0,1,0,10,405.0
Foellie Eau de Venus 茉莉香私密處香水 5ml,,,,,8809620751215,105.0,95.0,,0.0,0.0,0.0,0.0,0.0,40.5,10,1,0,1,0,12,486.0
Blush Impressions: N1 純黑吸盤震動棒,,,,BL-86505,819835022008,688.0,0.0,,0.0,0.0,0.0,0.0,0.0,290.0,1,0,0,0,0,1,290.0
Blush Impressions: N3 湖水綠吸盤震動棒,,,,BL-86532,819835022015,688.0,0.0,,0.0,0.0,0.0,0.0,0.0,290.0,1,0,0,0,0,1,290.0
G PROJECT Heating 防水充電震蛋 黑色,,,,UGPR-209,4582593581433,398.0,328.0,,0.0,0.0,0.0,0.0,0.0,106.21,0,2,0,0,0,2,212.42
"lovetoy 仿射精假陽具 8""",,,,GP1734H06,6970260908979,278.0,0.0,,0.0,0.0,0.0,0.0,0.0,95.0,2,0,0,0,0,2,190.0
Avant Pride True Blue: 人手製 矽膠吸盤G點按摩棒,,,,BL-88372,819835021940,348.0,328.0,,0.0,0.0,0.0,0.0,238.0,178.0,0,0,0,1,0,1,178.0
Avant D14 Heart of Gold: 人手製 矽膠吸盤G點按摩棒,,,,BL-88471,819835026136,348.0,0.0,,0.0,0.0,0.0,0.0,0.0,179.0,0,1,0,1,0,2,358.0
Avant Pride Freedom: 人手製 矽膠吸盤G點按摩棒,,,,BL-88371,819835021933,358.0,0.0,,0.0,0.0,0.0,0.0,0.0,179.0,6,1,0,1,0,8,1432.0
Avant D1 Hot n' Cool: 人手製 矽膠吸盤G點按摩棒,,,,BL-88261,819835020585,498.0,358.0,,348.0,0.0,0.0,0.0,299.0,249.0,3,0,0,1,0,4,996.0
Magic eyes 閲覧注意 未熟完璧二層構造夾吸飛機杯 軟版,,,,MGC-025,4571324240442,278.0,238.0,,0.0,0.0,0.0,0.0,0.0,72.0,5,1,0,0,0,6,432.0
Magic eyes 閲覧注意 刹那 緊緻硬版飛機杯,,,,MGC-203,4571324242613,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,82.0,4,0,0,1,0,5,410.0
Magic eyes 愛音藍瑠 充氣娃娃專用飛機杯,,,,MGC-045,4571324240794,218.0,188.0,,0.0,0.0,0.0,0.0,0.0,63.0,5,0,0,0,0,5,315.0
Magic eyes 極彩玫瑰情人 雙穴飛機杯,,,,MGC-106,4571324241340,378.0,0.0,,0.0,0.0,0.0,0.0,0.0,122.49,0,0,0,0,0,0,0.0
"lovetoy 7"" 極柔軟仿真陽具 肉色",,,,LV1087,6970260907941,218.0,0.0,,0.0,0.0,0.0,0.0,0.0,63.0,0,0,0,0,0,0,0.0
SN-426 日式薄紗睡裙 白色,,,,2819,98000299,188.0,0.0,,0.0,0.0,0.0,0.0,0.0,65.8,7,0,0,0,0,7,460.6
Wellness: 醫療級陰道擴張器套裝,,,,BL-444111,819835023425,598.0,,,,,,,,270.0,6,1,0,1,2,10,2700.0
SN-179 強悍女奴,,,,,31046518,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,3,0,0,0,1,4,200.0
SN-368 三點式透視誘惑 情趣內衣 白色,,,,2629,98000273,108.0,0.0,,0.0,0.0,0.0,0.0,0.0,32.4,8,0,0,0,0,8,259.2
Svakom Nova 縮陰球 湖水綠色,,,,WD0001789,6959633100745,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,128.0,2,1,0,1,0,4,512.0
Mystim 遙控式電子摶脈衝套裝,,,,E21113,4260152460107,1238.0,0.0,,0.0,0.0,0.0,0.0,0.0,716.0,1,0,0,0,0,1,716.0
Magic eyes 本氣汁 仿精液 中黏度 360ml,,,,TOY-0503024,4571324241326,138.0,118.0,,0.0,0.0,0.0,0.0,0.0,23.0,6,1,0,0,0,7,161.0
男補Energie 精力丸5:1膠囊 12粒 體驗裝 【限時推出】,,,,,4895084326995,68.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,8,0,0,1,0,9,108.0
Fun Factory Stronic Petite 輕量衝擊震動棒,顏色: 薰衣草紫色,,,FF1748LV01,4032498807256,1399.0,0.0,,1350.0,0.0,0.0,0.0,0.0,699.0,3,1,0,0,0,4,2796.0
Fun Factory Stronic Petite 輕量衝擊震動棒,顏色: 深海藍色,,,FF1748BL02,4032498807263,1399.0,0.0,,1350.0,0.0,0.0,0.0,0.0,699.0,2,1,0,0,0,3,2097.0
Sagami 相模究極 持久點點 乳膠安全套 3片裝,,,,SG1749P03,4974234101030,59.0,0.0,,58.5,0.0,0.0,0.0,0.0,33.8,4,2,0,2,0,8,270.4
EXE Japanese Real Hole 安齋拉拉 口穴 女優名器飛機杯,,,,UGAN-191,4580279019829,298.0,278.0,,0.0,0.0,0.0,0.0,0.0,88.47,0,1,0,0,0,1,88.47
EXE Japanese Real Hole 淫2代 岬奈奈美 女優名器飛機杯,,,,UGAN-204,4573423129642,248.0,238.0,,228.0,0.0,0.0,0.0,0.0,80.38,1,0,0,0,0,1,80.38
pjur med REPAIR 恢復 水性潤滑劑 100ml,,,,1190,827160105495,138.0,0.0,,0.0,0.0,0.0,0.0,0.0,64.38,9,0,0,1,0,10,643.8
TENGA 紙巾筒,,,,TA1753T01,4570030975044,288.0,228.0,,0.0,0.0,0.0,0.0,0.0,140.0,0,0,0,0,0,0,0.0
KMP 地雷系女子 飛機杯,,,,TOY-9001161,4582588267557,188.0,0.0,,0.0,0.0,0.0,0.0,0.0,60.54,3,0,0,0,0,3,181.62
Bijoux Indiscrets MAZE 後腿束縛皮帶 啡色,,,,E28717,8436562011642,380.0,0.0,,0.0,0.0,0.0,0.0,0.0,97.18,2,0,0,0,0,2,194.36
Bijoux Indiscrets MAZE 掛頸型束縛皮帶 啡色,,,,E28713,8436562011581,580.0,0.0,,0.0,0.0,0.0,0.0,0.0,118.75,3,0,0,0,0,3,356.25
Bijoux Indiscrets MAZE 內衣絲襪吊帶 啡色,,,,E28711,8436562011567,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,97.18,2,0,0,0,0,2,194.36
Bijoux Indiscrets MAZE X型束縛皮帶 啡色,,,,E28699,8436562011444,388.0,328.0,,0.0,0.0,0.0,0.0,0.0,86.36,2,0,0,0,0,2,172.72
Bijoux Indiscrets MAZE 連衣裙型束縛皮帶 黑色,,,,E28696,8436562011413,680.0,0.0,,0.0,0.0,0.0,0.0,0.0,194.28,2,0,0,0,0,2,388.56
Bijoux Indiscrets MAZE H型束縛皮帶 啡色,,,,E27644,8436562011307,680.0,0.0,,0.0,0.0,0.0,0.0,0.0,129.68,2,0,0,0,0,2,259.36
Bijoux Indiscrets MAZE I型束縛皮帶 啡色,,,,E27638,8436562011246,488.0,0.0,,0.0,0.0,0.0,0.0,0.0,97.18,2,1,0,0,0,3,291.54
Fifty Shades of Grey Driven by Desire 矽膠後庭塞 黑色,,,,E26469,5060428804951,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,55.86,0,0,0,1,0,1,55.86
Sensuva Deeply Love You 深喉口交放鬆噴霧 薄荷朱古力 30ml,,,,E25693,855559007297,140.0,0.0,,0.0,0.0,0.0,0.0,0.0,58.9,2,0,0,0,2,4,235.6
TENGA Spinner 04 迴旋梯 冰涼特別版,,,,3273,4570030975020,238.0,198.0,,0.0,0.0,0.0,0.0,0.0,107.35,0,0,0,0,0,0,0.0
SSI Japan 絕對潮吹高潮膏 第2代 鐵人晝夜 昼夜交尾の極【女性用】,,,,SSI-C038,4582137936187,150.0,120.0,,118.0,0.0,0.0,0.0,0.0,37.0,27,2,0,1,0,30,1110.0
GINRO 《微床遊.遊慾》前戲篇 成人卡牌遊戲 (旅行輕便版),,,,WD0000432,4711203940012,185.0,180.0,,0.0,0.0,0.0,0.0,0.0,103.0,22,2,0,2,3,29,2987.0
Relove 私密肌R²深層傳明酸淨白潔淨精華凝露 120ml,,,,WD0001154,4712933175538,295.0,288.0,,0.0,0.0,0.0,0.0,0.0,147.5,5,2,0,1,2,10,1475.0
Relove 金盞花萃取低敏私密潔淨凝露 (30ml/120ml) 【低敏專用 】,顏色: 30ml,,,WD0002452,27200661,83.0,,,,,,,,41.5,13,1,0,0,0,14,581.0
Relove 金盞花萃取低敏私密潔淨凝露 (30ml/120ml) 【低敏專用 】,顏色: 120ml,,,WD0001151,4712933175569,285.0,280.0,,,,,,,142.5,0,1,0,1,0,2,285.0
ToysHeart Onahole 三姐妹飛機杯保養套裝,,,,WD0001955,4526374999079,188.0,178.0,,0.0,0.0,0.0,0.0,0.0,61.0,8,1,0,0,2,11,671.0
NPG 輔助性愛姿勢B墊 黑色,,,,SM-1368,4580160829414,498.0,0.0,,0.0,0.0,0.0,0.0,0.0,244.0,1,0,0,0,0,1,244.0
EXE Japanese Real Hole SUPER-BODY 安齋拉拉 女優名器飛機杯,,,,UGAN-190,4582593580986,658.0,488.0,,478.0,,,,,188.27,0,0,0,0,0,0,0.0
SN-367 蕾絲束縛的藝術 白色,,,,,79977818,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,6,0,0,0,0,6,300.0
SN-367 蕾絲束縛的藝術 黑色,,,,,98554322,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,2,0,0,2,1,5,250.0
